"","X","number","variety","inoculant","salt","replicate","trial","shoots","total_abund","tot_mf","tot_16s","tot_its","tot_oom","rel_amf","rel_16s","rel_its","rel_oom","shoot_score","Microbial_Abundance_Score","bfr","log_bfr","log_tot_fun","all_bfr","log_all_bfr","FB","amfb","itsb","log_amf","log_its","log_16s","log_shoots","log_oom","amfoom"
"51",56,301,"M","NOK NS","0 dS/m",1,2,4.4204,22395.53,2557.22,36077.6,1704.56,94.95,11.4184393,80.54643047,7.611161692,0.423968533,0.799233384,0.425956653,21.16534472,1.325625346,22.0555442344344,8.46538300897747,3.08157534309458,0.118128145996408,0.0708811007384083,0.0472470452579994,7.84667600991627,7.44106229189711,10.4934274531171,1.48623018973249,4.5533504372583,0.0371301647883248
"52",57,302,"M","NOK NS","0 dS/m",2,2,2.8163,4565.64,271.05,8463.88,55.23,7.42,5.936736142,92.69105755,1.209688017,0.162518289,0.509203009,0.075304856,153.2478725,2.185394454,13.8697954189947,25.9405418658821,4.69713671090935,0.0385496958841572,0.0320243198154983,0.00652537606865882,5.60230330570635,4.0115062839131,9.04356297630381,1.03542396671235,2.00417905717929,0.0273750230584763
"53",58,304,"M","NOK NS","0 dS/m",4,2,4.089,25627.07,1949.65,33964.06,6611.76,83.63,7.607775684,66.26598359,25.79990611,0.326334614,0.739314385,0.489509783,5.136916645,0.710702519,23.6198180820475,3.96711055772355,1.98808860390037,0.252072632070489,0.0574033257508084,0.19466930631968,7.57540514826855,8.79660516064149,10.4330581856941,1.40830044138251,4.42640230739343,0.0428948785679481
"54",59,306,"M","NOK NS","6 dS/m",1,2,2.7669,21662.34,4499.75,33697.58,204.58,109.22,20.77222498,77.77917806,0.944403975,0.504192991,0.500271209,0.411537361,164.7159058,2.216735539,19.81215043621,7.16309867717613,2.84058381641734,0.139604387021264,0.133533327912568,0.00607105910869564,8.41177711865959,5.32095909702886,10.425181303673,1.01772755992765,4.69336419672401,0.0242724595810878
"55",60,307,"M","NOK NS","6 dS/m",2,2,3.1492,22888.15,4447.09,36308.9,163.79,122.82,19.4296612,79.31811876,0.71561048,0.536609556,0.569393216,0.435644772,221.6795897,2.345725709,19.4743493542866,7.87461395655493,2.97720919885036,0.126990352227691,0.122479337022052,0.00451101520563829,8.40000522866884,5.09858511949429,10.4998181692648,1.14714845232817,4.81071986890125,0.0276180603495769
"56",61,309,"M","NOK NS","6 dS/m",4,2,1.2862,18248.85,1273.06,28559.94,2653.96,41.86,6.976110823,78.25134187,14.54316299,0.229384317,0.232552253,0.344405909,10.76125488,1.031862918,21.6880156119922,7.27267495454569,2.86248609782533,0.137500989147736,0.0445750236169964,0.0929259655307399,7.14917873020396,7.88380814318852,10.259760315611,0.251692134718626,3.73433071701785,0.0328814038615619
"57",62,311,"M","NOK NS","12 dS/m",1,2,0.6269,29706.54,7141.1,42637.22,1046.87,199.96,24.03881435,71.76402907,3.524038814,0.673117771,0.113347075,0.56973874,40.72828527,1.609896126,22.8337971903585,5.20730046641597,2.38053565406864,0.19203808315833,0.167485122153836,0.0245529610044933,8.87362210509201,6.95356003888262,10.6604828597162,-0.466968240702214,5.29811734654537,0.028001288316926
"58",63,313,"M","NOK NS","12 dS/m",3,2,0.9176,21759.68,3886.58,35254.42,97.43,148.46,17.86138399,81.0085902,0.447754746,0.682271063,0.165907283,0.4134517,361.84358,2.558520872,18.5305796578335,8.84897879272391,3.14551097206779,0.113007390279006,0.110243765178948,0.00276362510005838,8.2652848725315,4.57913417143725,10.4703461904507,-0.0859937131669762,5.0003155616894,0.0381981073334397
"59",64,314,"M","NOK NS","12 dS/m",4,2,0.7803,21075.14,4223.94,28715.2,2359.31,134.29,20.04228679,68.12576334,11.19475363,0.637196242,0.141082664,0.399989183,12.1710161,1.085326837,23.2485229040546,4.36185774503475,2.12494271957071,0.229260113110826,0.147097704351702,0.0821624087591241,8.34852362073976,7.76612448238902,10.265181878275,-0.248076817859422,4.90000164059308,0.0317925917508298
"60",65,322,"M","SLK S","0 dS/m",2,2,3.7656,18834.89,2381.84,31101.42,820.81,81.53,12.64589281,82.56331733,4.357922982,0.432866876,0.680841831,0.355931273,37.89113193,1.578537579,20.898765285448,9.71115170249637,3.27964240346624,0.102974397953534,0.0765829984611635,0.0263913994923704,7.77562857721421,6.71029165757816,10.345008756289,1.3259072111048,4.40097105067482,0.0342298391159776
"61",66,323,"M","SLK S","0 dS/m",3,2,4.5352,20144.86,3426.77,26310.56,3506.53,56.28,17.01064192,65.30340742,17.40657418,0.279376476,0.819989875,0.381693818,7.503303836,0.875252533,23.5184620037543,3.79481055197381,1.9240278638884,0.263517766250509,0.130243141917162,0.133274624333348,8.1393734055284,8.16238222348008,10.1777256584905,1.51186918402796,4.03033923224619,0.0164236292485343
"62",67,324,"M","SLK S","0 dS/m",4,2,4.4583,20976.14,2640.11,35777.44,346.85,100.46,12.58625276,85.28127673,1.653545409,0.478925103,0.806085919,0.398042198,103.1496036,2.013467563,19.8045503996436,11.9778771727777,3.58230033826612,0.0834872478299174,0.073792591085332,0.00969465674458542,7.878575861939,5.84889240983131,10.485072806152,1.4947675274505,4.6097596383219,0.0380514448261625
"63",68,326,"M","SLK S","6 dS/m",1,2,2.7761,27332.86,6780.22,36499.44,2124.66,178.26,24.8061125,66.76842453,7.773280952,0.652182026,0.501934621,0.523056727,17.17895569,1.23499676,23.7801326466151,4.09881323499025,2.03520625416103,0.243973058216784,0.185762302106553,0.0582107561102307,8.82176482878559,7.66136706855715,10.5050521969871,1.0210470650505,5.18324315870257,0.02629118229202
"64",69,327,"M","SLK S","6 dS/m",2,2,2.0047,32200.4,4784.16,32081.78,11227.37,147.98,14.85745519,49.81580974,34.86717556,0.459559509,0.362461127,0.618784275,2.857461721,0.455980421,25.6787823210799,2.00366735721071,1.00264301654897,0.499084838808819,0.149123895245214,0.349960943563605,8.47306573988726,9.32610982618188,10.3760435467254,0.695494423628294,4.9970771294974,0.0309312397578676
"65",70,332,"M","SLK S","12 dS/m",2,2,0.6181,19712.07,1818.62,33096.7,1311.78,33.32,9.225920971,83.95034109,6.654704453,0.169033491,0.111755985,0.373182347,25.230374,1.401923688,21.1859384775335,10.5726744186047,3.40226845575352,0.0945834478966181,0.054948680684177,0.0396347672124411,7.50583325070192,7.17914027251685,10.4071888585098,-0.481105022316909,3.50615781729864,0.018321584498136
"66",71,333,"M","SLK S","12 dS/m",3,2,0.3878,19367.45,1857.73,32245.74,1300.59,86.26,9.592021665,83.24725248,6.715339397,0.44538646,0.070116439,0.366404873,24.7931631,1.394331937,21.2042756432215,10.2097760834874,3.35187932086952,0.0979453409969813,0.0576116411036,0.0403336998933813,7.52711059126842,7.17057328664646,10.3811412204756,-0.947265536173586,4.4573659912197,0.046433012332255
"67",72,335,"M","SLK S","12 dS/m",5,2,0.6175,28685.07,5345.36,42322.62,2093.69,84.71,18.63464164,73.77116388,7.298884054,0.295310418,0.111647501,0.549649985,20.21436793,1.305660166,23.4159035303178,5.68925064356336,2.50823864128236,0.175770072835755,0.126300309385383,0.0494697634503724,8.5839841738571,7.64668333844635,10.6530769738786,-0.482076210480005,4.43923365844346,0.0158473891374949
"68",75,362,"M","SC S","0 dS/m",2,2,3.9076,51584.4,19768.02,34852.7,14270.56,119.47,38.32170191,33.78220935,27.66448771,0.231601027,0.706516236,1,2.44227977,0.387795412,28.0716350841301,1.02391756647898,0.0340995715692446,0.976641121060922,0.567187621045141,0.409453500015781,9.89182075940407,9.56595395286837,10.45888588808,1.36292337479665,4.78306529382913,0.00604359971307192
"69",76,364,"M","SC S","0 dS/m",4,2,4.504,16875.74,2960.51,22015.98,2811.7,95.54,17.54299367,65.22967289,16.6611953,0.566138137,0.814348738,0.317401621,7.830131237,0.893769041,22.988856967589,3.81413358141856,1.93135537167252,0.26218274180845,0.134470961547022,0.127711780261428,7.99311682977393,7.94154456160624,9.99952383230242,1.50496589083739,4.55954500796182,0.0322714667405278
"70",77,365,"M","SC S","0 dS/m",5,2,4.8112,24360.23,2852.67,34323.7,4262.61,83.1,11.71035741,70.450279,17.4982338,0.341129784,0.86989224,0.464595455,8.052273138,0.905918498,23.5356184978449,4.8239422763405,2.2702126439429,0.207299329617728,0.0831107951648569,0.124188534452871,7.95601067680528,8.3576369277104,10.4435913566487,1.57094653325213,4.4200447018614,0.0291306039605002
"71",78,367,"M","SC S","6 dS/m",2,2,2.1446,30882.92,12335.23,31944.62,2501.61,73.77,39.94191611,51.71891129,8.100302692,0.2388699,0.38775584,0.592874035,12.76962436,1.106178122,24.8791381717298,2.15306089436834,1.1063891233885,0.464455047516608,0.386144208320525,0.0783108391960837,9.42021467491852,7.82468980357728,10.3717590575204,0.762953054803908,4.30095214489621,0.00598043165794233
"72",79,369,"M","SC S","6 dS/m",4,2,2.61,5011.82,1507.21,6508.4,207.79,42.62,30.07310717,64.93050429,4.145998859,0.850389679,0.471902799,0.084079661,31.3220078,1.495849593,18.2566471419658,3.79498542274052,1.92409434398584,0.263505623501936,0.231579189969885,0.0319264335320509,7.31801553861962,5.33652795431179,8.78084892926516,0.959350221334602,3.75232362667047,0.0282774132337232
"73",80,371,"M","SC S","12 dS/m",1,2,0.6405,20225.27,2430.46,31726.76,1839.53,91.9,12.01694712,78.43346467,9.095206146,0.454382068,0.115806032,0.383275202,17.24720989,1.236718848,22.0921351647886,7.43017196761585,2.8933956016058,0.1345863870121,0.0766059944349817,0.0579803925771179,7.79583581883105,7.5172653831914,10.3649157677972,-0.445506157645348,4.52070102936164,0.0378117722571036
"74",81,372,"M","SC S","12 dS/m",2,2,0.4463,26883.6,4837.06,40472.42,1494.28,316.05,17.99260516,75.27343808,5.558332961,1.1756238,0.080693571,0.514221349,27.08489707,1.43272719,22.7851495101444,6.39239402717276,2.67635633873019,0.156435913641932,0.119514968464945,0.0369209451769872,8.48406237712893,7.30939976446451,10.6083760334629,-0.806763907346913,5.75590042891831,0.0653392763372792
"75",82,373,"M","SC S","12 dS/m",3,2,0.7374,24810.69,3134.16,38993.3,2125.69,54.19,12.6322968,78.5816517,8.567637579,0.218413918,0.133326101,0.473454433,18.34383189,1.263490062,22.6675786178961,7.41338631329791,2.89013269252336,0.134891122321014,0.0803768852597754,0.0545142370612387,8.05011647458026,7.66185173453532,10.5711451154816,-0.304624793182093,3.99249638957802,0.0172901192025934
"76",84,381,"M","SC NS","0 dS/m",1,2,3.5215,19261.77,2540.82,32315.84,493.2,69.83,13.19099958,83.88595648,2.560512352,0.362531585,0.636707167,0.364326515,65.52278994,1.816392381,20.2571074479531,10.651162484097,3.41293899186593,0.0938864655846792,0.0786246001960648,0.0152618653886144,7.84024214255836,6.20091477129019,10.3833127914795,1.25888703520333,4.24606371685794,0.0274832534378665
"77",85,382,"M","SC NS","0 dS/m",2,2,3.5871,24671.72,4642.09,38451.08,584.35,219.74,18.81542916,77.9254142,2.368501264,0.890655374,0.648568019,0.470721378,65.80145461,1.818235494,21.3712477070939,7.35703078960057,2.87912362913275,0.135924400563001,0.120727168131558,0.0151972324314428,8.44291997484118,6.37050011837917,10.5571420629658,1.27734407661151,5.39244502927273,0.0473364368204839
"78",86,384,"M","SC NS","0 dS/m",4,2,2.811,9484.85,220.46,17484.5,519.82,2.32,2.324338287,92.17067218,5.480529476,0.02446006,0.508244739,0.172048572,33.63568158,1.526800233,16.806241440568,23.6187658723726,4.56186167789832,0.0423392147330493,0.0126088821527639,0.0297303325802854,5.39571627253517,6.25348259780425,9.76907005314923,1.03354029192439,0.841567185678219,0.0105234509661617
"79",87,386,"M","SC NS","6 dS/m",1,2,2.1419,23092.51,2620,39326.34,679.43,129.91,11.34567009,85.14955715,2.9422094,0.562563359,0.387267665,0.439663821,57.88137115,1.762538811,20.7635322075307,11.9191314863476,3.5752072093796,0.083898730469197,0.0666220146598946,0.0172767158093024,7.87092959675514,6.52125421136038,10.5796498023618,0.76169328559496,4.86684190300764,0.0495839694656489
"80",88,387,"M","SC NS","6 dS/m",2,2,1.9116,2936.46,332.4,4862.86,170.47,2.16,11.31975235,82.80140033,5.805289362,0.073557958,0.345628119,0.043264563,28.52619229,1.455243805,15.7901506319372,9.6702129775091,3.27354766407777,0.103410338771834,0.0683548364542677,0.0350555023175662,5.80633906298129,5.13855932816283,8.48938202117589,0.647940587721866,0.770108221696074,0.00649819494584838
"81",89,388,"M","SC NS","6 dS/m",3,2,2.4232,17271.95,2462.56,27316.64,1023.98,127.09,14.25756791,79.07804272,5.928572049,0.735817322,0.4381283,0.325193691,26.67692728,1.426135805,21.2659149828506,7.83488501494318,2.96991210180844,0.127634291772341,0.0901487152153413,0.0374855765569997,7.80895673823164,6.93145227415872,10.2152513192984,0.88508898073089,4.84489549689398,0.0516088948086544
"82",90,391,"M","SC NS","12 dS/m",1,2,0.8344,15257.61,1559.01,26486.78,395.48,59.73,10.21791749,86.79858772,2.592018016,0.391476778,0.150864251,0.285578643,66.97375341,1.825904639,19.2338753937719,13.5517603057575,3.76040835749529,0.0737911516613193,0.0588599293685378,0.0149312222927815,7.35180628340539,5.98010021702893,10.1844010195738,-0.181042375295574,4.08983440674421,0.0383127754151673
"83",91,392,"M","SC NS","12 dS/m",2,2,0.4476,20600.23,1654.5,36041.88,868.76,56.03,8.031463726,87.47931455,4.217234468,0.271987255,0.080928618,0.390649359,41.48657857,1.61790762,20.4549934452768,14.2838550129594,3.83631349004649,0.0700091116223682,0.045904930597405,0.0241041810249632,7.41125412736167,6.76706690760412,10.4924368746237,-0.803855302544367,4.02588726157719,0.0338652160773648
"84",92,393,"M","SC NS","12 dS/m",3,2,0.5416,20639.33,3575.81,33073.44,459.8,67,17.32522325,80.12236831,2.227785495,0.324622941,0.097924351,0.39141832,71.93005655,1.856910402,20.6489170217177,8.19540044751599,3.03481444469151,0.122019662907759,0.108117268720762,0.0139023941869972,8.1819470028908,6.13079161232908,10.4064858223379,-0.613227557384072,4.20469261939097,0.0187370134319217
"85",93,421,"M","BTN NS","0 dS/m",1,2,3.3856,24397.64,4157.8,33814.8,3215.85,116.59,17.04181224,69.29932567,13.180988,0.477874089,0.612135677,0.465331179,10.51504268,1.02181104,23.6725890472175,4.58589707946539,2.19720397711429,0.21805984361877,0.122957994724204,0.0951018488945669,8.33274136721301,8.07584698742005,10.4286538554566,1.21953114324179,4.7586635069452,0.0280412718264467
"86",94,423,"M","BTN NS","0 dS/m",3,2,3.5445,15423.39,1664.43,27069.56,174.35,49.83,10.7915964,87.75489695,1.130425931,0.323080723,0.640865698,0.288838958,155.2598796,2.191059245,18.1466550356884,14.7214783715289,3.8798506529791,0.0679279604101433,0.061487146447892,0.00644081396225133,7.41723800145969,5.16106477312166,10.2061651283204,1.26539710631294,3.90861721229331,0.0299381770335791
"87",95,424,"M","BTN NS","0 dS/m",4,2,4.283,12737.94,1560.41,20641.56,819.54,37.21,12.25009695,81.02393323,6.433850371,0.292119448,0.774390685,0.236025515,25.18676331,1.401172361,20.2863799894688,8.67310657786928,3.11654883793676,0.115298940583948,0.0755955460730681,0.03970339451088,7.35270388622514,6.70874320724286,9.93506179813472,1.45465369863323,3.61657754235853,0.0238462968066085
"88",96,427,"M","BTN NS","6 dS/m",2,2,1.9663,18265.88,1030.2,34079.76,158.62,37.18,5.640023913,93.28803211,0.868395062,0.203548912,0.355518189,0.34474083,214.851595,2.332138582,17.3181396079393,28.6668797631265,4.84131297835524,0.0348834616206217,0.0302290861203248,0.00465437550029695,6.93750823713148,5.06651140465517,10.4364589386649,0.676153604183374,3.6157709822933,0.0360900795961949
"89",97,428,"M","BTN NS","6 dS/m",3,2,2.177,17380.26,1245.25,31855.66,151.37,55.81,7.164737467,91.64322053,0.870930584,0.321111422,0.393613944,0.327323771,210.4489661,2.323146796,17.5241551915645,22.8091105669402,4.51153828526022,0.0438421304094782,0.0390903845658825,0.00475174584359577,7.12709159195339,5.01972717077447,10.3689703532184,0.77794778225241,4.02195306480034,0.0448183095763903
"90",98,429,"M","BTN NS","6 dS/m",4,2,2.1006,20549.83,4541.78,31594.1,63.31,147.69,22.10130205,76.87192546,0.308080407,0.718692077,0.379800391,0.389658166,499.0380667,2.698133675,18.1334035999147,6.86069110484268,2.77835391215742,0.145757910495947,0.143754055345777,0.00200385515017044,8.42107428468043,4.14804329455604,10.360725673282,0.742223018206538,4.99511548243822,0.0325180876220337
"91",99,431,"M","BTN NS","12 dS/m",1,2,0.6116,21527.02,1982.65,37605.86,686.78,54.66,9.210053226,87.34571715,3.19031617,0.253913454,0.110580748,0.408876088,54.75677801,1.738437886,20.3769185201329,14.0875992253028,3.81635386687124,0.0709844157266979,0.0527218364371936,0.0182625792895043,7.59218961268965,6.53201400804019,10.5349151682983,-0.49167680492723,4.00113218049992,0.0275691624845535
"92",100,432,"M","BTN NS","12 dS/m",2,2,0.6446,22848.83,6227.89,32569.32,219.46,116.82,27.25693176,71.27130798,0.960486817,0.511273444,0.116547335,0.434871484,148.4066345,2.171453316,20.382341947603,5.05158243309267,2.33673538999561,0.197957771301335,0.191219528071203,0.00673824323013192,8.73679287062707,5.39116998356265,10.3911260199436,-0.4391253096008,4.76063428861216,0.0187575567326976
"93",101,433,"M","BTN NS","12 dS/m",3,2,0.8318,25765.72,3129.62,42733.06,1167.28,102.29,12.14644885,82.9261903,4.530360494,0.397000356,0.150394156,0.492236545,36.60909122,1.563588948,21.8007067318108,9.94509064674533,3.31398452088446,0.100552125216402,0.0732365058809269,0.0273156193354747,8.04866687041313,7.06243153495577,10.6627281385243,-0.184163251673326,4.62781191646892,0.0326844792658534
"94",102,434,"M","BTN NS","12 dS/m",4,2,0.5308,23789.76,1333.42,42679.66,1053.57,62.94,5.605016612,89.70174563,4.428670151,0.264567612,0.09597165,0.453376298,40.50956272,1.607557555,20.4219860118394,17.880116799819,4.16028425567981,0.0559280462871541,0.031242516927267,0.0246855293598871,7.19550234932151,6.95993967621958,10.6614777391234,-0.633369976524085,4.14218189163626,0.0472019318744282
"95",104,462,"M","DEL NS","0 dS/m",2,2,3.002,28873.22,5579.85,45574.82,492.16,13.8,19.32534716,78.9223024,1.704555294,0.047795154,0.542778622,0.55335024,92.60163362,1.966618648,21.3889942222576,7.50572215790158,2.90799088643639,0.133231683635832,0.122432738077737,0.0107989455580955,8.62691717329361,6.19880386687722,10.7271106500053,1.09927873321127,2.62466859216316,0.00247318476303126
"96",105,467,"M","DEL NS","6 dS/m",2,2,1.7437,26370.34,3076.78,45943.88,273.03,48.59,11.66757804,87.11279415,1.035367765,0.184260044,0.315270847,0.504127313,168.2741091,2.2260173,19.6801212446554,13.7153689313722,3.77772152482437,0.0729109078292909,0.0669682229711552,0.00594268485813562,8.03163887455338,5.60958167925737,10.7351759306654,0.556009292341311,3.88341774841781,0.0157924843505223
"97",106,468,"M","DEL NS","6 dS/m",3,2,2.2586,22875.99,8800.68,26380.92,789.35,95.5,38.47125305,57.66071763,3.450561047,0.417468271,0.408367686,0.435405627,33.42106797,1.524020324,22.7279206119825,2.75086939248365,1.4598876440928,0.363521438979384,0.333600192866663,0.0299212461127209,9.08258427020819,6.67120982197774,10.1803963005684,0.814745152307433,4.55912624748668,0.0108514342073567
"98",107,470,"M","DEL NS","6 dS/m",5,2,1.3428,10958.55,5900.65,8027.74,1015.02,29.01,53.84517112,36.62774728,9.26235679,0.264724804,0.242785854,0.201031115,7.908947607,0.898118699,22.513950610642,1.16080437614866,0.215124863383653,0.861471597236582,0.735032524720531,0.126439072516051,8.68281779331712,6.92266359571526,8.99065832274503,0.294756986123743,3.36764059813331,0.00491640751442638
"99",108,471,"M","DEL NS","12 dS/m",1,2,0.3289,30714.59,8624.8,30057.58,7048.64,12.36,28.08046599,48.93045943,22.94883311,0.040241462,0.059466985,0.589563571,4.264309143,0.629848682,25.8574044954521,1.9177398197205,0.939407002806264,0.521447169066838,0.286942594846292,0.234504574220546,9.06239705322491,8.86058996939579,10.3108701544109,-1.11200152578713,2.51446545202954,0.00143307670902514
"100",109,472,"M","DEL NS","12 dS/m",2,2,0.5258,17798.84,940.16,33409.1,143.79,10.34,5.282141982,93.85190271,0.807861636,0.058093674,0.095067621,0.335555781,232.3464775,2.366136093,17.044582026347,30.8216246136814,4.94587100347364,0.0324447530762577,0.0281408358800447,0.00430391719621301,6.84605007354546,4.96835390183965,10.4165835969455,-0.642834366686356,2.33601986908028,0.0109981279782165
"101",110,473,"M","DEL NS","12 dS/m",3,2,0.4586,15088.64,3010.64,23643.88,182.21,73.85,19.95302426,78.34993744,1.207597239,0.489441063,0.08291748,0.282255592,129.7617035,2.113146538,19.0653128201611,7.40525862473965,2.88855012175502,0.135039172927624,0.127332738958242,0.00770643396938235,8.00990795972624,5.20515986806179,10.070859586648,-0.779576908558333,4.30203600897739,0.024529668110435
