number,variety,inoculant,salt,replicate,trial,shoots,total_abund,tot_mf,tot_16s,tot_its,tot_oom,rel_amf,rel_16s,rel_its,rel_oom,shoot_score,Microbial_Abundance_Score
586,R,SLK S,S3,1,2,3.2448,3822.8899999999994,1441.11,0,2336.08,45.7,37.69687330789011,0,61.10769601008662,1.1954306820232863,0.5866782382295509,NA
587,R,SLK S,S3,2,2,2.6514,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4793881536124973,NA
588,R,SLK S,S3,3,2,3.4904,18217.86,3196.66,14803.96,116.54,100.7,17.546846885419033,81.260696920494496,0.639701918886192,0.5527542752002704,0.6310841107977146,NA
589,R,SLK S,S3,4,2,3.0156,26784.399999999998,5387.56,19993.849999999999,1307.58,95.41,20.114544286973018,74.647369364256804,4.881871537163423,0.3562148116067562,0.5452375786504665,NA
591,R,SLK S,S4,1,2,0.7845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14184204816663049,NA
592,R,SLK S,S4,2,2,0.4404,3306.06,1610.75,OUT OF RANGE (HIGH),1654.35,40.96,48.721136337513535,#VALUE,50.03992668009655,1.2389369823899143,0.07962681709698416,NA
593,R,SLK S,S4,3,2,0.2349,16128.630000000001,742.53,14312.29,1060.99,12.82,4.60380081879242,88.73841113597372,6.578302062853448,0.07948598238040057,0.04247125189845954,NA
594,R,SLK S,S4,4,2,0.5977,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10806754899833658,NA
595,R,SLK S,S4,5,2,0.7157,19275.61,4593.37,13956.6,652.53,73.11,23.829959207516648,72.405490669296597,3.3852625156869225,0.3792876074998405,0.12940261806610254,NA
596,R,SLK S,S5,1,2,0.2845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05143921313372387,NA
597,R,SLK S,S5,2,2,0.4643,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0839480726115571,NA
598,R,SLK S,S5,3,2,0.1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0335032906631952,NA
599,R,SLK S,S5,4,2,0.4407,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0796810587980039,NA
600,R,SLK S,S5,5,2,0.2436,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044044261228032115,NA
601,R,SLK NS,S1,1,2,4.2485,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7681528892746076,NA
602,R,SLK NS,S1,2,2,3.0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5454183843205322,NA
603,R,SLK NS,S1,3,2,4.83322,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8738735806754899,NA
604,R,SLK NS,S1,4,2,3.7338,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6750922108917335,NA
605,R,SLK NS,S1,5,2,5.3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9605843639256527,NA
606,R,SLK NS,S3,1,2,2.4712,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44680697186663776,NA
607,R,SLK NS,S3,2,2,1.8315,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33114558472553696,NA
608,R,SLK NS,S3,3,2,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531568669993491,NA
609,R,SLK NS,S3,4,2,2.8106,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5081724162869747,NA
610,R,SLK NS,S3,5,2,2.6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4714146235625949,NA
611,R,SLK NS,S4,1,2,0.7762,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14034136110508424,NA
612,R,SLK NS,S4,2,2,1.0587,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1914189628986765,NA
613,R,SLK NS,S4,3,2,0.9162,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1656541549142981,NA
614,R,SLK NS,S4,4,2,0.8775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15865697548275112,NA
615,R,SLK NS,S4,5,2,0.5052,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09134302451724885,NA
616,R,SLK NS,S5,1,2,0.5327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09631518044405872,NA
617,R,SLK NS,S5,2,2,0.3462,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06259492297678455,NA
618,R,SLK NS,S5,3,2,0.2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050896796123526426,NA
619,R,SLK NS,S5,4,2,0.3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06644608374918637,NA
620,R,SLK NS,S5,5,2,0.4097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07407608302596369,NA
621,R,SC S,S1,1,2,4.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796991393650105,NA
622,R,SC S,S1,2,2,2.9587,19426.33,5346.39,11273.41,2747.81,58.72,27.521358897949327,58.031599380840326,14.144771554894826,0.30227016631551096,0.5349497360237216,NA
623,R,SC S,S1,3,2,4.6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8493346351341577,NA
624,R,SC S,S1,4,2,3.8271,25458.479999999996,3789.6,18095.189999999999,3543.19,30.5,14.88541342609614,71.077259914967442,13.917523748472025,0.11980291046441108,0.691961379908874,NA
625,R,SC S,S1,5,2,3.9312,6893.2300000000005,631.45,6006.13,242.81,12.84,9.160437124541035,87.130851574660923,3.522441583988928,0.1862697168091011,0.710783250162725,NA
626,R,SC S,S3,1,2,3.0631,26965.629999999997,3279.63,22955.67,664.07,66.26,12.16225988415624,85.129366530654025,2.462653385068326,0.24572020012141385,0.5538258479785926,NA
627,R,SC S,S3,2,2,2.6851,23037.83,1674.48,20308.400000000001,1008.98,45.97,7.268392899852112,88.15239977029087,4.379665966803297,0.1995413630537251,0.48548130469371514,NA
628,R,SC S,S3,3,2,2.7569,19980.209999999995,960.67,17795.82,1205.85,17.87,4.808107622492457,89.06723202608984,6.035221852022577,0.08943849939515153,0.49846315180444056,NA
629,R,SC S,S3,4,2,2.4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448090692124105,NA
630,R,SC S,S3,5,2,2.8208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5100166341216461,NA
631,R,SC S,S4,1,2,1.1512,20128.850000000002,2382.31,17213.37,415.84,117.33,11.835301072838238,85.515913725821378,2.065890500450845,0.5828947008895192,0.20814348737976424,NA
632,R,SC S,S4,2,2,0.6456,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11672814059448904,NA
633,R,SC S,S4,3,2,0.5519,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09978664930932232,NA
634,R,SC S,S4,4,2,0.5936,15166.95,1130.02,13742.83,261.27,32.83,7.450542132729387,90.610373212808099,1.7226271597124008,0.21645749475009807,0.10732624575106675,NA
635,R,SC S,S4,5,2,0.2779,28461.940000000002,6760.86,19224.97,2381.73,94.38,23.754037848439,67.546238942250596,8.3681224821639,0.331600727146498,0.0502458957112895,NA
636,R,SC S,S5,1,2,0.3972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07181601215014102,NA
637,R,SC S,S5,2,2,0.1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02918203514862226,NA
638,R,SC S,S5,3,2,0.1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034407319013524264,NA
639,R,SC S,S5,4,2,0.3084,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05576046864829681,NA
640,R,SC S,S5,5,2,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05650177189556664,NA
641,R,SC NS,S1,1,2,3.6256,17947.489999999998,3182.97,14279.78,459.1,25.64,17.7349033207429,79.564217614830838,2.558017862107738,0.14286120231854152,0.6555290373906125,NA
642,R,SC NS,S1,2,2,2.9792,21361.2,1736.74,19000.259999999998,574.87,49.33,8.130348482295002,88.947531037582152,2.6911877609872104,0.23093271913562904,0.5386562522600709,NA
643,R,SC NS,S1,3,2,4.1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7496745497938815,NA
644,R,SC NS,S1,4,2,4.36,17104.459999999995,959.1,16041,82.17,22.19,5.607309438590872,93.782557297921159,0.4804010182139631,0.12973224527403968,0.7883127214869459,NA
645,R,SC NS,S1,5,2,4.4082,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797027554784118,NA
646,R,SC NS,S3,1,2,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4087835394517972,NA
647,R,SC NS,S3,2,2,2.2266,20682.59,1543.37,18449.3,656.65,33.27,7.462169873308904,89.202077689496335,3.1748925062093285,0.1608599309854327,0.4025819049685398,NA
648,R,SC NS,S3,3,2,1.842,17864.17,1211.94,16153.95,474.55,23.73,6.784194283865415,90.426535349809157,2.6564346398405303,0.13283572648491368,0.333044044261228,NA
649,R,SC NS,S3,4,2,1.5529,21529.340000000004,3564.3,13684.03,4248.43,32.58,16.555546988435317,63.559914052172516,19.733210586111788,0.15132837328036994,0.2807731250452014,NA
650,R,SC NS,S3,5,2,1.9291,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3487922181239604,NA
651,R,SC NS,S4,1,2,0.7555,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13659868373472192,NA
652,R,SC NS,S4,2,2,0.7826,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14149851739350544,NA
653,R,SC NS,S4,3,2,0.9583,21199.829999999998,665.84,18921.88,1600.6,11.51,3.1407799024803507,89.254866666383663,7.550060542938317,0.054292888197688384,0.17326607362406884,NA
654,R,SC NS,S4,4,2,0.5734,20772.76,4311.94,15445.22,961.66,53.94,20.757665327091825,74.353239531001179,4.629428154949078,0.2596669869579199,0.10367397121573732,NA
655,R,SC NS,S4,5,2,0.5547,24017.37,1481.31,21231.279999999999,1260.46,44.32,6.167661155238896,88.399687392916036,5.2481183410173555,0.18453311082770513,0.10029290518550661,NA
656,R,SC NS,S5,1,2,0.3154,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05702610833875751,NA
657,R,SC NS,S5,2,2,0.4213,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07617342879872713,NA
658,R,SC NS,S5,3,2,0.3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06530700802777176,NA
659,R,SC NS,S5,4,2,0.43120000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07796340493237869,NA
660,R,SC NS,S5,5,2,0.2589,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04681058798003906,NA
661,R,BTN S,S1,1,2,4.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7320459969624648,NA
662,R,BTN S,S1,2,2,3.4342,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6209228321400159,NA
663,R,BTN S,S1,3,2,4.1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754104288710494,NA
664,R,BTN S,S1,4,2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7051421132566716,NA
665,R,BTN S,S1,5,2,4.5431,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8214182396759963,NA
666,R,BTN S,S3,1,2,2.8691,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5187495479858248,NA
667,R,BTN S,S3,2,2,2.1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39440948868156506,NA
668,R,BTN S,S3,3,2,2.0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3632024300282057,NA
669,R,BTN S,S3,4,2,2.3484,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42460403558255583,NA
670,R,BTN S,S3,5,2,2.7789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5024408765458885,NA
671,R,BTN S,S4,1,2,0.7902,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14287264048600565,NA
672,R,BTN S,S4,2,2,0.1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031243219787372534,NA
673,R,BTN S,S4,3,2,1.2253,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221541187531641,NA
674,R,BTN S,S4,4,2,0.6658,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12038041512981845,NA
675,R,BTN S,S4,5,2,0.3226,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058327909163231356,NA
676,R,BTN S,S5,1,2,0.4945,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08940840384754466,NA
677,R,BTN S,S5,2,2,0.3884,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070224922253561875,NA
678,R,BTN S,S5,3,2,0.3258,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058906487307441954,NA
679,R,BTN S,S5,4,2,0.4769,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08622622405438635,NA
680,R,BTN S,S5,5,2,0.4435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08018731467418819,NA
681,R,BTN NS,S1,1,2,3.9021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7055218051638099,NA
682,R,BTN NS,S1,2,2,4.0408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7305995516019382,NA
683,R,BTN NS,S1,3,2,3.4619,15563.13,1105.72,12571.47,1863.67,22.27,7.104740498858521,80.777260101277832,11.97490479100284,0.143094608860814,0.6259311492008389,NA
684,R,BTN NS,S1,4,2,4.8428,18870.57,3372.4,14741.85,698.56,57.76,17.871214277046217,78.120851675386589,3.7018489637567917,0.30608508381039895,0.8756056989947205,NA
685,R,BTN NS,S1,5,2,4.6675,736.55,381.51,4.09,327.59,23.36,51.79689091032517,0.5552915620120833,44.47627452311452,3.1715430045482313,0.8439104650321835,NA
686,R,BTN NS,S3,1,2,1.6974,18250.27,2415.51,15190.38,585.59,58.79,13.235475420363645,83.233727501017782,3.2086648581089485,0.3221322205096144,0.30689954436971145,NA
687,R,BTN NS,S3,2,2,2.9142,18718.949999999997,2273.56,15613.85,764.26,67.28,12.145766723026668,83.411996933588711,4.082814474102447,0.35942186928219805,0.526903883705793,NA
688,R,BTN NS,S3,3,2,2.7723,14516.33,1443.86,12522.41,519.13,30.93,9.946453407989484,86.264296829846103,3.576179378672158,0.2130703834922463,0.5012475591234541,NA
689,R,BTN NS,S3,4,2,2.2846,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413068633832357,NA
691,R,BTN NS,S4,1,2,0.4745,17160.03,916.99,15927.72,290.27,25.05,5.343755226535152,92.818718848393615,1.6915471592998381,0.14597876577138852,0.08579229044622838,NA
692,R,BTN NS,S4,2,2,0.1832,21954.93,1568.01,17850.810000000001,2509.27,26.84,7.14194943914647,81.306613138825767,11.429186975317162,0.12225044671060213,0.03312359875605699,NA
693,R,BTN NS,S4,3,2,0.2395,1718.2900000000002,403.89,1226.95,85.21,2.24,23.505345430631614,71.40529247100315,4.958999935982866,0.13036216238236853,0.04330295798076227,NA
694,R,BTN NS,S4,4,2,0.2836,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051276488030664646,NA
695,R,BTN NS,S4,5,2,0.5811,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10506617487524407,NA
696,R,BTN NS,S5,1,2,0.3603,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06514428292471251,NA
697,R,BTN NS,S5,2,2,0.2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04836551674260505,NA
698,R,BTN NS,S5,3,2,0.1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03292471251898459,NA
699,R,BTN NS,S5,4,2,0.0481,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008696752730165618,NA
700,R,BTN NS,S5,5,2,0.3368,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06089534967816591,NA
701,R,DEL S,S1,1,2,4.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7321363997974976,NA
702,R,DEL S,S1,2,2,3.2936,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5955015549287626,NA
703,R,DEL S,S1,3,2,4.0096,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7249584146958848,NA
704,R,DEL S,S1,4,2,4.4378,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8023794026180661,NA
705,R,DEL S,S1,5,2,4.4632,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8069718666377377,NA
706,R,DEL S,S3,1,2,2.4277,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4389419252187749,NA
707,R,DEL S,S3,2,2,2.2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4060352932667968,NA
708,R,DEL S,S3,3,2,2.7201,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4918095031460186,NA
709,R,DEL S,S3,4,2,2.2562,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4079337528024879,NA
710,R,DEL S,S3,5,2,1.9194,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347038403124322,NA
711,R,DEL S,S4,1,2,0.9511,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17196427279959497,NA
712,R,DEL S,S4,2,2,0.7486,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1353511246112678,NA
713,R,DEL S,S4,3,2,0.3803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06876039632602879,NA
714,R,DEL S,S4,4,2,0.6558,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11857235842916035,NA
715,R,DEL S,S4,5,2,0.6431,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11627612641932451,NA
716,R,DEL S,S5,1,2,0.4996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0903305127648803,NA
717,R,DEL S,S5,2,2,0.3981,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07197873725320025,NA
718,R,DEL S,S5,3,2,0.3004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054314023287770304,NA
719,R,DEL S,S5,4,2,0.2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042019237723295,NA
721,R,DEL NS,S1,1,2,3.8419,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694637303825848,NA
722,R,DEL NS,S1,2,2,3.3108,16808.460000000003,2182.76,13785.53,815.24,24.93,12.986079628948755,82.015425565459282,4.850176637241008,0.14831816835093753,0.5986114124538945,NA
723,R,DEL NS,S1,3,2,3.6597,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6616945107398567,NA
724,R,DEL NS,S1,4,2,4.4319,26107.489999999998,8571.23,16866.41,590.25,79.6,32.83054020129856,64.603721001137998,2.260845450864867,0.3048933466985911,0.8013126491646777,NA
725,R,DEL NS,S1,5,2,4.3169,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7805199971071093,NA
726,R,DEL NS,S3,1,2,2.6015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47036595067621323,NA
727,R,DEL NS,S3,2,2,2.584,21588,2332.11,18055.46,1178.99,21.44,10.802807115063926,83.636557346674081,5.461321104317213,0.09931443394478415,0.4672018514500615,NA
728,R,DEL NS,S3,3,2,2.3871000000000002,21759.559999999998,5479.64,16129.99,119.92,30.01,25.182678326216156,74.128291197064655,0.5511140850274546,0.1379163916917438,0.43160121501410287,NA
729,R,DEL NS,S3,4,2,2.2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400972734504954,NA
730,R,DEL NS,S3,5,2,2.0474,10266.099999999999,1122.15,9054.58,59.63,29.74,10.930635781845103,88.19882915615473,0.5808437478692007,0.28969131413097476,0.3701815288927461,NA
731,R,DEL NS,S4,1,2,1.1322,12545.300000000001,1473.93,10536.84,515.83,18.7,11.748862123663843,83.990339011422606,4.1117390576550585,0.14905980725849521,0.2047081796485138,NA
732,R,DEL NS,S4,2,2,0.4787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08655167426050481,NA
733,R,DEL NS,S4,3,2,0.1318,3703.2200000000003,1981.96,1093.46,624.05,3.75,53.519909700206846,29.527276262279852,16.851550812536114,0.101263224977182,0.02383018731467419,NA
734,R,DEL NS,S4,4,2,0.7447,24931.440000000002,1802.43,22975,107.68,46.33,7.229546307794495,92.152719618281168,0.43190445477677986,0.1858296191475502,0.13464598249801113,NA
735,R,DEL NS,S4,5,2,0.6573,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11884356693425906,NA
736,R,DEL NS,S5,1,2,0.3285,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05939466261661966,NA
737,R,DEL NS,S5,2,2,0.3437,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06214290880162002,NA
738,R,DEL NS,S5,3,2,0.2984,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053952411947638675,NA
740,R,DEL NS,S1,5,2,0.2163,21708.6,841.75,19751.099999999999,1104.9,10.85,3.877495554757101,90.982836295293112,5.0896879577678895,0.049980192181900265,0.039108266435235406,NA
741,R,Floral,S1,1,2,3.9677,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7173826571201273,NA
742,R,Floral,S1,2,2,3.1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5764265567368192,NA
743,R,Floral,S1,3,2,4.3934,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7943516308671439,NA
744,R,Floral,S1,4,2,1.7571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3176936428726405,NA
745,R,Floral,S1,5,2,4.7952,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8669993490995878,NA
746,R,Floral,S3,1,2,2.3012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4160700079554495,NA
747,R,Floral,S3,2,2,2.0241,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36596875678021257,NA
748,R,Floral,S3,3,2,2.6817,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48486656541549145,NA
749,R,Floral,S3,4,2,1.9907,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35992984740001444,NA
750,R,Floral,S3,5,2,2.4528,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44348014753742676,NA
751,R,Floral,S4,1,2,0.6403,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11576987054314022,NA
752,R,Floral,S4,2,2,0.1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031261300354379115,NA
753,R,Floral,S4,3,2,0.8364,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15122586244304623,NA
754,R,Floral,S4,4,2,0.1304,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023577059376582048,NA
755,R,Floral,S4,5,2,0.3783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06839878498589716,NA
756,R,Floral,S5,1,2,0.2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04039198669270268,NA
757,R,Floral,S5,2,2,0.1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028549215303391915,NA
758,R,Floral,S5,3,2,0.4345,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07856006364359586,NA
759,R,Floral,S5,4,2,0.3004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054314023287770304,NA
760,R,Floral,S5,5,2,0.3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058255586895205026,NA
761,R,Swift,S1,1,2,3.3763,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6104541838432053,NA
762,R,Swift,S1,2,2,3.5583,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6433608157951833,NA
763,R,Swift,S1,3,2,4.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7912056122079989,NA
764,R,Swift,S1,4,2,4.2568,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7696535763361539,NA
765,R,Swift,S1,5,2,3.8663,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6990489621754538,NA
766,R,Swift,S3,1,2,3.2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5913249439502423,NA
767,R,Swift,S3,2,2,3.4032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6153178563679756,NA
768,R,Swift,S3,3,2,3.1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5606964634410936,NA
769,R,Swift,S3,4,2,2.8523,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5157120127287191,NA
770,R,Swift,S3,5,2,0.3929,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07103854776885804,NA
771,R,Swift,S4,1,2,0.6952,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12569610182975338,NA
772,R,Swift,S4,2,2,0.8921,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161296738265712,NA
773,R,Swift,S4,3,2,0.5065,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0915780718883344,NA
774,R,Swift,S4,4,2,1.1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21161495624502785,NA
775,R,Swift,S4,5,2,0.4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07640847616981268,NA
776,R,Swift,S5,1,2,0.4607,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08329717219932017,NA
777,R,Swift,S5,2,2,0.4835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08741954147682071,NA
778,R,Swift,S5,3,2,0.6834,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12356259492297678,NA
779,R,Swift,S5,4,2,0.2588,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046792507413032466,NA
780,R,Swift,S5,5,2,0.4665,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08434584508570189,NA
